nom;type d'activité;types de public;exposition;réservation;nature de client;type de client;catégorie de client;niveau de groupe;langue du groupe;thème;date;heure;durée;fin;en vente;nature de la séance;salles;langues de l'activite;matériels;places ouvertes;places vendues;places disponibles;overbooking;overbooking vendu;overbooking disponible;taux de remplissage;Montant;temps de préparation;temps de rangement;temps annexe total;Types de public (croisement col C et F);AGE ( Type de client ? Col H);Niveau groupe / détail âge (col I);langue;TARIF;
VG - 2H - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2151;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Thursday, January 9, 2025;14:00;120;16:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 2;0;20;0;0;0;0;0;350.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1333;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Thursday, January 9, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 5;20;10;10;0;0;0;50;185.00;0;0;0;GROUPES;ADULTES;ADULTES (15 ans et +);;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2360;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Thursday, January 9, 2025;14:45;90;16:15;1;A;;Français;Collection - Audiophone 2;30;20;10;0;0;0;66;335.00;0;0;0;GROUPES;ADULTES;ADULTES (15 ans et +);;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2719;Organisme;1er Degré;Groupe Adulte - Enseignants;31_Adultes;Français;;Thursday, January 9, 2025;11:45;90;13:15;1;A;;Français;;30;20;10;0;0;0;66;0;0;0;0;GROUPES;ADULTES;Groupe Adulte - Enseignants;Français;;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2621;Organisme;Société;Groupe Adulte - Entreprises;24_4 - 6 ans;Français;;Thursday, January 9, 2025;12:45;90;14:15;1;A;NEF - EXPO;;Expo - Audiophone 4;20;19;1;0;0;0;95;320.00;0;0;0;GROUPES;ADULTES;Groupe Adulte - Entreprises;Français;;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2623;Organisme;Société;Groupe Adulte - Entreprises;24_4 - 6 ans;Français;;Thursday, January 9, 2025;15:45;90;17:15;1;A;NEF - EXPO;;Expo - Audiophone 3;20;19;1;0;0;0;95;320.00;0;0;0;GROUPES;ADULTES;Groupe Adulte - Entreprises;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;;;;;;;;Thursday, January 9, 2025;18:30;90;20:00;1;A;NEF - EXPO;Français;Expo - Audiophone 1;15;15;0;0;0;0;100;380.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
VG - MAD PRO - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 239;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;17_Première Pro;Français;;Thursday, January 9, 2025;10:30;90;12:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;27;0;0;0;0;0;95.00;0;0;0;GROUPES;JEUNES/FAMILLES;17_Première Pro;Français;CS/Handicap;
VG - 2H - ENTREZ AU MUSÉE DES ARTS DÉCORATIFS !;VISITE GUIDÉE;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1874;Organisme;Université;Groupe Education - Enseignement Supérieur;22_Enseignement Supérieur;Anglais;;Thursday, January 9, 2025;13:30;120;15:30;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;Collection - Audiophone 1;0;22;0;0;0;0;0;165.00;0;0;0;GROUPES;JEUNES/FAMILLES;22_Enseignement Supérieur;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 378;Organisme;Société;Groupe Adulte - Entreprises;22_Enseignement Supérieur;Français;;Thursday, January 9, 2025;19:00;90;20:30;1;G;NEF - EXPO;;;0;20;0;0;0;0;0;330.00;0;0;0;GROUPES;JEUNES/FAMILLES;22_Enseignement Supérieur;Français;;
PARCOURS ANIMÉ - À QUOI ÇA SERT ?;PARCOURS;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1722;Organisme;Primaire;Groupe Education - 1er Degré;01_Petite section;Français;;Thursday, January 9, 2025;10:00;90;11:30;1;G;N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Rohan - XVIIIè et XIXè Siècle;;;0;22;0;0;0;0;0;0;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - À LA BELLE FOURCHETTE !;VISITE-ATELIER;4-6 ANS, 7-10 ANS, EN FAMILLE;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2197;Organisme;Primaire;Groupe Education - 1er Degré;05_CE1;Français;;Thursday, January 9, 2025;14:15;120;16:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;30;0;0;0;0;0;170.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - COULEURS AU MOYEN ÂGE;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1981;Organisme;Primaire;Groupe Education - 1er Degré;06_CE2;Français;;Thursday, January 9, 2025;10:00;120;12:00;1;G;;;;0;32;0;0;0;0;0;170.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - COULEURS AU MOYEN ÂGE;VISITE-ATELIER;4-6 ANS, 7-10 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1984;Organisme;Primaire;Groupe Education - 1er Degré;06_CE2;Français;;Thursday, January 9, 2025;14:00;120;16:00;1;G;;;;0;36;0;0;0;0;0;170.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
VA - LIKE ME LIKE MOI;VISITE-ATELIER;11-14 ANS;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1899;Organisme;Collège;Groupe Education - 2nd Degré;12_Troisième;Français;;Thursday, January 9, 2025;10:15;120;12:15;1;G;NEF - EXPO;;;0;30;0;0;0;0;0;170.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 2nd Degré;Français;;
ATELIER - MAD PRO - CHRISTOFLE;VISITE-ATELIER;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 239;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;17_Première Pro;Français;;Thursday, January 9, 2025;13:30;120;15:30;1;G;N4 - Atelier Tuileries 3;;;0;27;0;0;0;0;0;120.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education 2nd degré + enseignement sup;Français;CS/Handicap;
PARCOURS - MÉTIERS D’ART : LE MENUISIER - L'ÉBÉNISTE;PARCOURS;;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1505;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;18_Seconde Pro;Français;;Thursday, January 9, 2025;10:30;90;12:00;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;Collection - Audiophone 1;0;26;0;0;0;0;0;110.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education 2nd degré + enseignement sup;Français;CS/Handicap;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (SCOLAIRE - CHAMP SOCIAL - HANDICAP);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2013;Individuel;Individuels;;01_Petite section;Français;;Thursday, January 9, 2025;11:45;90;13:15;1;A;NEF - EXPO;;;30;12;18;0;0;0;40;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1376;Individuel;Individuels;;01_Petite section;Français;;Thursday, January 9, 2025;16:15;90;17:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Anglais;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1731;Individuel;Individuels;;01_Petite section;Français;;Thursday, January 9, 2025;19:15;90;20:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 4;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Anglais;CS/Handicap;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1953;Individuel;Individuels;;01_Petite section;Français;;Thursday, January 9, 2025;18:45;90;20:15;1;A;NEF - EXPO;;Expo - Audiophone 3;20;19;1;0;0;0;95;320.00;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2805;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, January 9, 2025;12:15;90;13:45;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2806;Individuel;Individuels;;27_Moins de 18 ans;Français;;Thursday, January 9, 2025;13:45;90;15:15;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1632;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, January 10, 2025;10:15;90;11:45;1;G;NEF - EXPO;;Expo - Audiophone 1;0;15;0;0;0;0;0;45.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;CS/Handicap;
VG - 2H - CHRISTOFLE;VISITE GUIDÉE;;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 202;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, January 10, 2025;10:00;120;12:00;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;20;0;0;0;0;0;150.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1671;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, January 10, 2025;11:15;90;12:45;1;G;NEF - EXPO;;Expo - Audiophone 2;0;15;0;0;0;0;0;280.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1878;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, January 10, 2025;14:00;90;15:30;1;G;NEF - EXPO;;Expo - Audiophone 1;0;20;0;0;0;0;0;330.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1333;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Friday, January 10, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;10;10;0;0;0;50;185.00;0;0;0;GROUPES;ADULTES;ADULTES (15 ans et +);;;
VG - 1H30 - SAVOIR-FAIRE ET LUXE À LA FRANÇAISE;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Friday, January 10, 2025;11:30;120;13:30;1;A;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N5 - Marsan;;Collection - Audiophone 1;18;8;10;2;0;2;44;208.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
VG - MAD PRO - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2143;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;19_Terminale Pro;Français;;Friday, January 10, 2025;10:45;90;12:15;1;G;NEF - EXPO;;Expo - Audiophone 2;0;21;0;0;0;0;0;105.00;0;0;0;GROUPES;JEUNES/FAMILLES;19_Terminale Pro;Français;;
VG - 1H30 - LA MODE EN MODÈLES;VISITE GUIDÉE;ADULTES (15 ANS ET +);LA MODE EN MODÈLES;Dossier 2612;Organisme;Enseignement Supérieur - Autre;Groupe Education - Enseignement Supérieur;22_Enseignement Supérieur;Anglais;;Friday, January 10, 2025;14:30;90;16:00;1;G;N2 - Lefuel - Galerie Jardin;;Expo - Audiophone 2;0;13;0;0;0;0;0;125.00;0;0;0;GROUPES;JEUNES/FAMILLES;22_Enseignement Supérieur;Français;CS/Handicap;
PARCOURS CONTÉ - MONSTRES ET MERVEILLES;PARCOURS;EN FAMILLE;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2181;Organisme;Elémentaire;Groupe Education - 1er Degré;08_CM2;Français;;Friday, January 10, 2025;10:00;90;11:30;1;G;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Lefuel Rivoli - Moderne et Contemporain, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N4 - Rohan - XVIIIè et XIXè Siècle, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;0;30;0;0;0;0;0;0;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education - 1er Degré;Français;;
ATELIER - MAD PRO - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE-ATELIER;;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2143;Organisme;Lycée d'Enseignement Professionnel;Groupe Education 2nd degré + enseignement sup;19_Terminale Pro;Français;;Friday, January 10, 2025;13:45;120;15:45;1;G;;;;0;21;0;0;0;0;0;170.00;0;0;0;GROUPES;JEUNES/FAMILLES;Groupe Education 2nd degré + enseignement sup;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1017;Individuel;Individuels;;01_Petite section;Français;;Friday, January 10, 2025;12:15;90;13:45;1;A;;;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 2362;Individuel;Individuels;;01_Petite section;Français;;Friday, January 10, 2025;15:45;90;17:15;1;A;NEF - EXPO;;Expo - Audiophone 1;20;10;10;0;0;0;50;185.00;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS DE DESIGN;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2168;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, January 10, 2025;13:45;90;15:15;1;A;N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan, N9 - Marsan;;;30;27;3;0;0;0;90;0;0;0;0;GROUPES;;export tickpro;;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2812;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, January 10, 2025;13:45;90;15:15;1;A;;Français;;30;15;15;0;0;0;50;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - MON OURS EN PELUCHE;GROUPE EN VISITE LIBRE;GROUPES;MON OURS EN PELUCHE;Dossier 2685;Individuel;Individuels;;27_Moins de 18 ans;Français;;Friday, January 10, 2025;17:15;90;18:45;1;G;N3 - Rohan - Expo;;;0;15;0;0;0;0;0;0;0;0;0;GROUPES;;export tickpro;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2147;Organisme;Associations Adultes - Autre;Groupe Adulte - Associations Adultes;31_Adultes;Français;;Saturday, January 11, 2025;10:00;90;11:30;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;;0;20;0;0;0;0;0;330.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1H30 - CHRISTOFLE;VISITE GUIDÉE;ADULTES (15 ANS ET +);CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1672;Organisme;Société;Groupe Adulte - Entreprises;31_Adultes;Français;;Saturday, January 11, 2025;14:45;90;16:15;1;G;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;0;20;0;0;0;0;0;330.00;0;0;0;GROUPES;ADULTES;31_Adultes;Français;;
VG - 1h30 - TRÉSORS DU MUSÉE DES ARTS DÉCORATIFS;VISITE GUIDÉE;ADULTES (15 ANS ET +);MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;;;;;;;;Saturday, January 11, 2025;11:30;90;13:00;1;A;N3 - Lefuel Jardin - XVIIè et XVIIIè Siècle, N3 - Rohan - Expo, N3 - Rohan - Renaissance, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau, N5 - Marsan, N6 - Marsan, N7 - Marsan, N8 - Marsan;Français;Collection - Audiophone 1;20;9;11;0;0;0;45;252.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;VISITE GUIDÉE;ADULTES (15 ANS ET +);L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;;;;;;;;Saturday, January 11, 2025;16:00;90;17:30;1;A;NEF - EXPO;Français;Expo - Audiophone 1;15;15;0;0;0;0;100;380.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
VG - 1H30 - LA MODE EN MODÈLES;VISITE GUIDÉE;ADULTES (15 ANS ET +);LA MODE EN MODÈLES;;;;;;;;Saturday, January 11, 2025;14:00;90;15:30;1;A;;Français;Expo - Audiophone 1;20;20;0;0;0;0;100;520.00;0;0;0;INDIVIDUELS;ADULTES;;Français;;
SUPPLEMENT SALLE GOUTER ANNIVERSAIRE;HORS PUBLIC;11-14 ANS, 4-6 ANS, 7-10 ANS, GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2290;Individuel;Individuels;;24_4 - 6 ans;Français;;Saturday, January 11, 2025;16:30;60;17:30;1;G;N4 - Atelier Tuileries 1;;;0;14;0;0;0;0;0;100.00;0;0;0;GROUPES;JEUNES/FAMILLES;24_4 - 6 ans;Français;;
VA - TROPHÉE DE PAPIER;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2290;Individuel;Individuels;;24_4 - 6 ans;Français;;Saturday, January 11, 2025;14:30;120;16:30;1;G;N3 - Rohan - Renaissance, N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle, N4 - Marsan - Art Déco et Art Nouveau;;;0;14;0;0;0;0;0;190.00;0;0;0;GROUPES;JEUNES/FAMILLES;24_4 - 6 ans;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1378;Individuel;Individuels;;01_Petite section;Français;;Saturday, January 11, 2025;11:15;90;12:45;1;A;;Français;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - GALERIE DES BIJOUX;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1804;Individuel;Individuels;;01_Petite section;Français;;Saturday, January 11, 2025;11:45;90;13:15;1;A;N2 - Rohan - Galerie des bijoux;Français;;30;5;25;0;0;0;16;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 2126;Individuel;Individuels;;01_Petite section;Français;;Saturday, January 11, 2025;12:15;90;13:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 1;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - CHRISTOFLE (ADULTES ET FAMILLES AVEC CONFERENCIER EXTERIEUR);GROUPE EN VISITE LIBRE;GROUPES;CHRISTOFLE, UNE BRILLANTE HISTOIRE;Dossier 1362;Individuel;Individuels;;01_Petite section;Français;;Saturday, January 11, 2025;13:15;90;14:45;1;A;N1 - Rohan - Expo, N2 - Rohan - Expo;;Expo - Audiophone 3;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - L’INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX (ADULTES ET FAMILLES AVEC CONFÉRENCIER EXTÉRIEUR);GROUPE EN VISITE LIBRE;GROUPES;L'INTIME, DE LA CHAMBRE AUX RÉSEAUX SOCIAUX;Dossier 1572;Individuel;Individuels;;01_Petite section;Français;;Saturday, January 11, 2025;12:45;90;14:15;1;A;NEF - EXPO;;Expo - Audiophone 2;20;5;15;0;0;0;25;110.00;0;0;0;GROUPES;;export tickpro;Français;CS/Handicap;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2629;Individuel;Individuels;;27_Moins de 18 ans;Français;;Saturday, January 11, 2025;11:45;90;13:15;1;A;;Français;;30;19;11;0;0;0;63;0;0;0;0;GROUPES;;export tickpro;Français;;
VL - COLLECTIONS PERMANENTES : DU MOYEN ÂGE À L'ART NOUVEAU;GROUPE EN VISITE LIBRE;GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 2668;Individuel;Individuels;;27_Moins de 18 ans;Français;;Saturday, January 11, 2025;12:45;90;14:15;1;A;;Français;;30;30;0;0;0;0;100;0;0;0;0;GROUPES;;export tickpro;Français;;
SUPPLEMENT SALLE GOUTER ANNIVERSAIRE;HORS PUBLIC;11-14 ANS, 4-6 ANS, 7-10 ANS, GROUPES;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1855;Individuel;Individuels;;24_4 - 6 ans;Français;;Sunday, January 12, 2025;16:30;60;17:30;1;G;N4 - Atelier Tuileries 1;;;0;14;0;0;0;0;0;100.00;0;0;0;GROUPES;JEUNES/FAMILLES;24_4 - 6 ans;Français;;
VA - TROPHÉE DE PAPIER;VISITE-ATELIER;4-6 ANS;MUSÉE DES ARTS DÉCORATIFS - COLLECTIONS;Dossier 1855;Individuel;Individuels;;24_4 - 6 ans;Français;;Sunday, January 12, 2025;14:30;120;16:30;1;G;N4 - Atelier Tuileries 1, N4 - Lefuel - Galerie Jardin - XVIIIè Siècle, N4 - Lefuel - Galerie Rivoli - XIXè Siècle;;;0;14;0;0;0;0;0;190.00;0;0;0;GROUPES;JEUNES/FAMILLES;24_4 - 6 ans;Français;;
